"","Messy text","text"
"323","Teacher competence, for example in Scratch, is in setting problems and monitoring rather than details #siteconf #edp4130","Teacher competence, for example in Scratch, is in setting problems and monitoring rather than details  #edp4130"
"324","We should not discourage students from using technology just because of their own limited knowledge or skill. #siteconf #learningfromthem","We should not discourage students from using technology just because of their own limited knowledge or skill.  #learningfromthem"
"325","Teachers looked at content descriptions rather than key ideas or achievement standards #siteconf #edp4130 pragmatic","Teachers looked at content descriptions rather than key ideas or achievement standards  #edp4130 pragmatic"
"326","How ready are schools to implement digital technologies? Can Ts understand and implement? #siteconf #edp4130","How ready are schools to implement digital technologies? Can Ts understand and implement?  #edp4130"
"327","When rethinking pedagogy, start w/ how you would support the learning of one child in a relevant and meaningful manner. #siteconf","When rethinking pedagogy, start w/ how you would support the learning of one child in a relevant and meaningful manner."
"328","Players, Features, & Enjoyment: 7 things @InvisHero Won't Tell You! (just kidding...he will) #siteconf #clickbait","Players, Features, & Enjoyment: 7 things @InvisHero Won't Tell You! (just  will)  #clickbait"
"329","New flavor of MOOCs the sMOOC #site2015 #siteconf pic.twitter.com/GMsKgBUtmB","New flavor of MOOCs the sMOOC #site2015"
"330","""Life is not a matter of holding good cards, but of playing a poor hand well."" Robert Louis Stevenson #siteconf #canary","""Life is not a matter of holding good cards, but of playing a poor hand well."" Robert Louis Stevenson  #canary"
"331","MOOC by numbers #site2015 #siteconf pic.twitter.com/rKBQFDO6AX","MOOC by numbers #site2015"
"332","Are MOOCs just a fad or the future of education #siteconf #site2015","Are MOOCs just a fad or the future of education  #site2015"
"333","More people attending #SITEconf should tweet! If there's really 1200 of us, this hast tag should be trending. Share your AH HAH moments!","More people attending  should tweet! If there's really 1200 of us, this hast tag should be trending. Share your AH HAH moments!"
"334","Students love relationships... add a community focus and peer support mechanisms to all courses. #siteconf #sunwest","Students love relationships... add a community focus and peer support mechanisms to all courses.  #sunwest"
"335","What remained after the christchurch earthquakes in nz in online ed were: maintained community, course delivery, & communication #siteconf","What remained after the christchurch earthquakes in nz in online ed were: maintained community, course delivery, & communication"
"336","Need to provide opportunities for both group work and individual work, instead of a one size fits all model. #siteconf #sunwest","Need to provide opportunities for both group work and individual work, instead of a one size fits all model.  #sunwest"
"337","Students want it to be clear what they must do (specific goals and objectives) also resist group work and collaboration #siteconf #sunwest","Students want it to be clear what they must do (specific goals and objectives) also resist group work and collaboration  #sunwest"
"338","Have students make an introductory video instead of an introductory post in online program #siteconf","Have students make an introductory video instead of an introductory post in online program"
"339","Here are some ideas for promoting community in online courses #siteconf pic.twitter.com/D1ckoGv352","Here are some ideas for promoting community in online courses"
"340","#SITEconf 2015: Exploring Online Education in K-12<U+00A0>Environments http://wp.me/pba4d-aJF<U+00A0>","2015: Exploring Online Education in K-12<U+00A0>Environments"
"341","Experience of a Parent supporting teachers using technology with Andee Felker #SITEconf @utahstateITLS @usuCEHS pic.twitter.com/CCAg0o3xaM","Experience of a Parent supporting teachers using technology with Andee Felker  @utahstateITLS @usuCEHS"
"342","Wow! go Iceland - .9655 Internet usage per capita - highest in the world #SITEconf pic.twitter.com/SNz9E1w5WN","Wow! go Iceland - .9655 Internet usage per capita - highest in the world"
"343","#SITEconf 2015 每 Data Visualization Research in K-12 Online<U+00A0>Schools http://wp.me/pba4d-aJE<U+00A0>","2015 每 Data Visualization Research in K-12 Online<U+00A0>Schools"
"344","Heida Reed, Iceland, ""we don't have a digital divide"" check out their device/coverage for their population #SITEconf pic.twitter.com/f6JIN0Ln85","Heida Reed, Iceland, ""we don't have a digital divide"" check out their device/coverage for their population"
"345","Requiring group work promotes community in online courses #siteconf","Requiring group work promotes community in online courses"
"346","Great quote- ""Are we forming students who are only capable of learning what is already known?"" Piaget #siteconf","Great quote- ""Are we forming students who are only capable of learning what is already known?"" Piaget"
"347","Game-based learning should teach not just dress up boring practice.
#SITEconf #msftedu","Game-based learning should teach not just dress up boring practice.
 #msftedu"
"348","Gasp! Lebanon has low ICT. Interesting to know how it's going elsewhere around the world. #SITEconf pic.twitter.com/0cZxSag0QR","Gasp! Lebanon has low ICT. Interesting to know how it's going elsewhere around the world."
"349","#siteconf I'm interested in games in ethics learning, so I like this idea :)","I'm interested in games in ethics learning, so I like this idea :)"
"350","wanna chat w/ teacher coaches, admin, & district staff @ 1:1 middle school? join the convo at 4:15pm #siteconf | Tango #2 #edtech","wanna chat w/ teacher coaches, admin, & district staff @ 1:1 middle school? join the convo at 4:15pm  | Tango #2 #edtech"
"351","Effectiveness and Faithfulness video https://vimeo.com/35028736<U+00A0> #siteconf","Effectiveness and Faithfulness video"
"352","Trends in game-based learning: Effective implementation is the new innovation #siteconf","Trends in game-based learning: Effective implementation is the new innovation"
"353","""effective implementation is the new innovation"" - @bchamber #siteconf","""effective implementation is the new innovation"" - @bchamber"
"354","Use broad and ethical questions that make them think about being faithful in their skills and values #siteconf","Use broad and ethical questions that make them think about being faithful in their skills and values"
"355","students moderate online discussions can increase engagement #SITEconf","students moderate online discussions can increase engagement"
"356","You missed this if you didn't attend the digital fabrication SIG #SITEconf. @ Rio All-Suite Hotel &＃ https://instagram.com/p/zx-Im5o7Cf/<U+00A0>","You missed this if you didn't attend the digital fabrication SIG . @ Rio All-Suite Hotel &＃"
"357","This bird came alive and ate worms out of my hand. http://www.colarapp.com<U+00A0>. Try it. #blendedlearning #SITEconf pic.twitter.com/TXWFSC0jXQ","This bird came alive and ate worms out of my hand. <U+00A0>. Try it. #blendedlearning"
"358","#SITEconf 2015 每 Online Credit Recovery: Reducing the Stress and Strain on Teachers and<U+00A0>Classrooms! http://wp.me/pba4d-aJG<U+00A0>","2015 每 Online Credit Recovery: Reducing the Stress and Strain on Teachers and<U+00A0>Classrooms!"
"359","markyap501 says: Take your #GoogleGlass field trip to the next level http://www.fieldtripper.com/glass<U+00A0> #SITEconf #EdTech","markyap501 says: Take your #GoogleGlass field trip to the next level"
"360","Round table discussions a big hit! #SITEconf","Round table discussions a big hit!"
"361","MT ※@sdikkers: New book ! Teacher Craft: How Teachers learn to use Minecraft. http://www.lulu.com/shop/et-al-and-seann-dikkers/teachercraft-how-teachers-learn-to-use-minecraft-in-their-classrooms/paperback/product-22063689.html<U+00A0>＃§ Some #siteconf folks would like this.","MT ※@sdikkers: New book ! Teacher Craft: How Teachers learn to use Minecraft."
"362","The #TPACK SIG meeting at #siteconf is from 12:30 - 1:45 pm in Amazon T 〞 see you there!","The #TPACK SIG meeting at  is from 12:30 - 1:45 pm in Amazon T 〞 see you there!"
"363","""Technology Coaches: The Heart of Technology Integration"" convos w/ @tyLanasaurusrex #siteconf @LTMediaLab #edtech pic.twitter.com/hIJhfLMW0f","""Technology Coaches: The Heart of Technology Integration"" convos w/ @tyLanasaurusrex  @LTMediaLab #edtech"
"364","3D printing is about design concept not product (paraphrased...) #SITEconf","3D printing is about design concept not product (paraphrased...)"
"365","The 17 UrbanSTEM memes you must see this year #msuepet #siteconf pic.twitter.com/rf1aHKkSq1","The 17 UrbanSTEM memes you must see this year #msuepet"
"366","@html034 & @chriseals present at #siteconf...what happens next will amaze you! #msuepet #msurbanstem pic.twitter.com/DuGC5lz4FY","@html034 & @chriseals present at # happens next will amaze you! #msuepet #msurbanstem"
"367","What if the first public schools were being conceptualized and created today? #SITEconf 1:45pm Amazon O - Join us! http://goo.gl/RLDsjz<U+00A0>","What if the first public schools were being conceptualized and created today?  1:45pm Amazon O - Join us!"
"368","""The truth of the pedagogically-based relationship is this, it matters how we feel about each other."" distance has no bearing #siteconf","""The truth of the pedagogically-based relationship is this, it matters how we feel about each other."" distance has no bearing"
"369","Now @akesha sharing spring semester #MSUrbanSTEM15 work at #SITEconf pic.twitter.com/B76Mwz1the","Now @akesha sharing spring semester #MSUrbanSTEM15 work at"
"370","Micropodasting resources https://soundcloud.com/<U+00A0> http://mixedcloud.com/<U+00A0> #siteconf","Micropodasting resources"
"371","Now @ShackKyle sharing the #MSUrbanSTEM15 fall experience at #SITEconf pic.twitter.com/Fp7BZ9GKRs","Now @ShackKyle sharing the #MSUrbanSTEM15 fall experience at"
"372","#SITEconf ""America's gettin browner"" pic.twitter.com/4wVZKuYe74","""America's gettin browner"""
"373","Interesting gender and age differences for undergrads/grads in the amount of tasks and motivation desired #SITEConf pic.twitter.com/xzoaQOAJkO","Interesting gender and age differences for undergrads/grads in the amount of tasks and motivation desired"
"374","Learning all the time #SITEconf","Learning all the time"
"375","Interesting application to online learning from survey-how students and teachers match the quadrants #SITEconf pic.twitter.com/uALkwmtGra","Interesting application to online learning from survey-how students and teachers match the quadrants"
"376","I agree @kshaw0128 I like the E-learner characteristics-Pedagogy Variation model presented by Susy Rogers #SITEconf pic.twitter.com/PsOG5dRLFf","I agree @kshaw0128 I like the E-learner characteristics-Pedagogy Variation model presented by Susy Rogers"
"377","Love the analogy for online learners in relation to their needs in online learning Q1 Bees, Q2 Sly Fox, Q3 Ostrich, Q4 Tortoises  #siteconf","Love the analogy for online learners in relation to their needs in online learning Q1 Bees, Q2 Sly Fox, Q3 Ostrich, Q4 Tortoises"
"378","Outcome Mapping: A realistic alternative for planning, monitoring and evaluation http://www.odi.org/publications/4118-outcome-mapping-realistic-planning-monitoring-evaluation#.VPYGaWdv-tY.twitter<U+00A0>＃ #SITE2015 #SITEconf","Outcome Mapping: A realistic alternative for planning, monitoring and evaluation"
"379","Examining Ts pedagogical variation with a matrix y-axis Transformational and x-axis Transactional leadership #siteconf","Examining Ts pedagogical variation with a matrix y-axis Transformational and x-axis Transactional leadership"
"380","How do you let learners know it's not about the lecture? Send them out of the room. #SITEConf #MSUepet","How do you let learners know it's not about the lecture? Send them out of the room.  #MSUepet"
"381","Research-based rubric for technology integration within a lesson http://goo.gl/a3Fg4q<U+00A0>  #siteconf #wischat #edchat #tpack #siteconf","Research-based rubric for technology integration within a lesson"
"382","@OTCData presenting BIG DATA best practices at #SITEconf #SITE2015 pic.twitter.com/cb5rPMxfbe","@OTCData presenting BIG DATA best practices at  #SITE2015"
"383","A yearlong experience, going deeper #SITEconf #site2015 pic.twitter.com/ZPvNjizmE2","A yearlong experience, going deeper  #site2015"
"384","Elements of experiences for urban STEM with @punyamishra and @gravesle at #SITEconf #SITE2015 #msuepet pic.twitter.com/zuZt7mYnql","Elements of experiences for urban STEM with @punyamishra and @gravesle at  #SITE2015 #msuepet"
"385","Dewey - education through experience does not mean all experience is equally educative @punyamishra #siteconf","Dewey - education through experience does not mean all experience is equally educative @punyamishra"
"386","Computational Thinking panel at #siteconf with @yadavaman and @goodjongood #msuepet pic.twitter.com/rsPUf1jiD6","Computational Thinking panel at  with @yadavaman and @goodjongood #msuepet"
"387","@punyamishra presents at #siteconf 2015...you won't believe what happens next! #clickbait #msuepet #msuurbanstem pic.twitter.com/h5KvuBYMa1","@punyamishra presents at   won't believe what happens next! #clickbait #msuepet #msuurbanstem"
"388","Talking BIG DATA at #SITEconf @tech2learn @OTCData pic.twitter.com/riUege2aA1","Talking BIG DATA at  @tech2learn @OTCData"
"389","#SITEconf our panel is starting now! pic.twitter.com/Qy3CkKTH9q","our panel is starting now!"
"390","@isd492 @EllisMiddle492 & @LTMediaLab represent at the #SITEconf pic.twitter.com/sZH3gga1Zc","@isd492 @EllisMiddle492 & @LTMediaLab represent at the"
"391","We don't try to ""turn school into a novel,"" but we do use novels in school. Think that's a useful parallel for games in education #siteconf","We don't try to ""turn school into a novel,"" but we do use novels in school. Think that's a useful parallel for games in education"
"392","@Teacher_Trumble Great answer; time for new paradigm. ※@emarvin maybe context & tool are the same? http://hechingerreport.org/education-prof-goes-back-high-school-finds-technology-longer-tool-context/<U+00A0>＃ #SITEconf""","@Teacher_Trumble Great answer; time for new paradigm. ※@emarvin maybe context & tool are the same?"
"393","Radiohead - House of Cards http://www.youtube.com/watch?v=8nTFjVm9sTQ<U+00A0>＃ - no cameras or lights were used. #SITE2015 #SITEconf","Radiohead - House of Cards"
"394","Rather than having your students play educational games why not have them create the educational game?  #SITEconf","Rather than having your students play educational games why not have them create the educational game?"
"395","""I'm not against education games, but school is for school"" 〞 big issue/hurdle for game-based learning #siteconf","""I'm not against education games, but school is for school"" 〞 big issue/hurdle for game-based learning"
"396","Keynote by Kathleen Tyner has made me think that we all have a lot of work to do. We're on the right track. #SITEconf pic.twitter.com/YdrhDhw0mL","Keynote by Kathleen Tyner has made me think that we all have a lot of work to do. We're on the right track."
"397","Students need to leave high school ready to receive feedback and learn from others. #SITEconf","Students need to leave high school ready to receive feedback and learn from others."
"398","@emarvin maybe context & tool are the same? http://hechingerreport.org/education-prof-goes-back-high-school-finds-technology-longer-tool-context/<U+00A0>＃ #SITEconf","@emarvin maybe context & tool are the same?"
"399","""Critique and feedback are something [my students] have to learn also."" #siteconf #capstoneisfun","""Critique and feedback are something [my students] have to learn also.""  #capstoneisfun"
"400","How do our learning spaces emulate where students will work in their careers? #SITEconf @mediagrotto uses @techshop as an example.","How do our learning spaces emulate where students will work in their careers?  @mediagrotto uses @techshop as an example."
"401","Tech Shop in San Fran http://www.youtube.com/watch?v=ls9xwt6F3mo&sns=tw<U+00A0>＃ via @youtube #siteconf","Tech Shop in San Fran"
"402","Kathleen Tryner addressing learning environment needs to fit learning #wlufoe #EM203 #SITEconf @teachdigitalLAB pic.twitter.com/oPiEKHpj5G","Kathleen Tryner addressing learning environment needs to fit learning #wlufoe #EM203  @teachdigitalLAB"
"403","How many of these design considerations would students say are evident in their schools? #siteconf pic.twitter.com/KNNwobCeRW","How many of these design considerations would students say are evident in their schools?"
"404","""apps are the new gold rush"" #siteconf","""apps are the new gold rush"""
"405","Horrible things can happen to your digital content. Manage the fallout. #teachdigitalLAB #EM203 #SITEconf pic.twitter.com/TAGVqAbmEq","Horrible things can happen to your digital content. Manage the fallout. #teachdigitalLAB #EM203"
"406","Which comes first: context or technology? Does environment create a need for tech or does tech mold context? Which is cart? horse? #SITEconf","Which comes first: context or technology? Does environment create a need for tech or does tech mold context? Which is cart? horse?"
"407","※Coding is really becoming essential to writing.§  Tyner #SITEconf #edtech","※Coding is really becoming essential to writing.§  Tyner  #edtech"
"408","""Coding is the new way of writing"" - @mediagrotto #siteconf","""Coding is the new way of writing"" - @mediagrotto"
"409","A Pedagogy of Multiliteracies #siteconf  http://vassarliteracy.pbworks.com/f/Pedagogy+of+Multiliteracies_New+London+Group.pdf<U+00A0>＃","A Pedagogy of Multiliteracies"
"410","Kathleen Tyner #SITEconf important for students to know history of media and it's impact #em203 @jmuellerprof pic.twitter.com/CcNelaagR1","Kathleen Tyner  important for students to know history of media and it's impact #em203 @jmuellerprof"
"411","Read about the history of technology including the work of Babbage and Lovelace #SITEconf http://www.amazon.com/The-Innovators-Hackers-Geniuses-Revolution/dp/147670869X<U+00A0>＃","Read about the history of technology including the work of Babbage and Lovelace"
"412","Art & Media - disrupting the tyranny of narrative: @mediagrotto  #SITEconf","Art & Media - disrupting the tyranny of narrative: @mediagrotto"
"413","Lets incorporate smell in the classroom. #SITEconf","Lets incorporate smell in the classroom."
"414","""Books are virtual worlds"" Kathleen Tyner #SITEconf pic.twitter.com/SgmUQFQJ35","""Books are virtual worlds"" Kathleen Tyner"
"415","The sights and scents of the Sensorama Simulator #siteconf  http://www.engadget.com/2014/02/16/morton-heiligs-sensorama-simulator/<U+00A0>＃","The sights and scents of the Sensorama Simulator"
"416","Kathleen Tyner - the shift to personal media is so true - #SITEconf pic.twitter.com/ZgCVhgOafp","Kathleen Tyner - the shift to personal media is so true -"
"417","Kathleen Tyner #SITEconf important for students to know history of media an it's impact #em203 @teachdigitalLAB pic.twitter.com/b3i7FwyLma","Kathleen Tyner  important for students to know history of media an it's impact #em203 @teachdigitalLAB"
"418","Family photos are precious things and have played an important role in society/history＃ what if we lose the tech to access them? #siteconf","Family photos are precious things and have played an important role in society/history＃ what if we lose the tech to access them?"
"419","It's not just enough to keep our laserdiscs 〞 we have to also keep the player. Tech history / IT history is a tricky beast. #siteconf","It's not just enough to keep our laserdiscs 〞 we have to also keep the player. Tech history / IT history is a tricky beast."
"420","Examples IT & curriculum working together to improve learning could be worth $50k #SITEconf #K12TechSuccess pic.twitter.com/2GSkpIyfFr","Examples IT & curriculum working together to improve learning could be worth $50k  #K12TechSuccess"
"421","Shift from mass media to my media #siteconf personal media, customised, authored aka production, needs technology skills #edp4130","Shift from mass media to my media  personal media, customised, authored aka production, needs technology skills #edp4130"
"422","#siteconf Tyner's Multiliteracy Mandala is like the Metaliteracy model by Mackey & Jacobson http://www.manifestoformediaeducation.co.uk/category/kathleen-tyner/<U+00A0>＃ vs http://metaliteracy.cdlprojects.com/what.htm<U+00A0>","Tyner's Multiliteracy Mandala is like the Metaliteracy model by Mackey & Jacobson"
"423","Digital literacies are comprehensive and part of a complete ecology #siteconf #msuepet http://ow.ly/i/8RpJF<U+00A0>","Digital literacies are comprehensive and part of a complete ecology  #msuepet"
"424","RT @jmuellerprof: Kathleen Tyner speaking about production as necessity of digital literacy #SITEconf pic.twitter.com/sU3FQpaznh","RT @jmuellerprof: Kathleen Tyner speaking about production as necessity of digital literacy"
"425","Very comprehensive ""multiliteracy mandala"" by Kathleen Tyner, keynote from UT Austin (RTF) #SITEconf #SITE2015 pic.twitter.com/pg1McPZdRj","Very comprehensive ""multiliteracy mandala"" by Kathleen Tyner, keynote from UT Austin (RTF)  #SITE2015"
"426","Love the use of a mandala to illustrate ideas via @mediagrotto  #siteconf http://www.manifestoformediaeducation.co.uk/wp-content/uploads/Fig1.Mandala.jpg<U+00A0>＃ pic.twitter.com/49xYiXj27Q","Love the use of a mandala to illustrate ideas via @mediagrotto"
"427","#SITEconf Digital Literacies graphic by Kathleen Tyner pic.twitter.com/nRnaOHzj1X","Digital Literacies graphic by Kathleen Tyner"
"428","Narrative dominates, digital stories etc are about more, including aesthetics, making, coding, production #siteconf","Narrative dominates, digital stories etc are about more, including aesthetics, making, coding, production"
"429","Can't wait to debut our new PEP program @siteconf 2015 tomorrow. Stop on by!
#siteconf #site2015 o http://ow.ly/JSGnC<U+00A0>","Can't wait to debut our new PEP program @siteconf 2015 tomorrow. Stop on by!
 #site2015 o"
"430","A Manifesto for Media Education <U+00BB> Kathleen Tyner #siteconf  http://www.manifestoformediaeducation.co.uk/category/kathleen-tyner/<U+00A0>＃","A Manifesto for Media Education <U+00BB> Kathleen Tyner"
"431","Multiliteracy mandala http://www.manifestoformediaeducation.co.uk/category/kathleen-tyner/<U+00A0>＃ #siteconf","Multiliteracy mandala"
"432","Kathleen Tyner speaking about production as necessity of digital literacy #SITEconf @teachdigitalLAB  #EM203 pic.twitter.com/v40g0V8gdS","Kathleen Tyner speaking about production as necessity of digital literacy  @teachdigitalLAB  #EM203"
"433","Multi literacy skills are we linking it to production and to the bigger social issues? #siteconf pic.twitter.com/q51VwJIV13","Multi literacy skills are we linking it to production and to the bigger social issues?"
"434","@mediagrotto Keynotes on critical analysis vs. critical production #siteconf #literacy pic.twitter.com/igKKKxCA6S","@mediagrotto Keynotes on critical analysis vs. critical production  #literacy"
"435","Long list of multi-literacy skills needed for modern life #siteconf more media literacy needed with production, now includes programming","Long list of multi-literacy skills needed for modern life  more media literacy needed with production, now includes programming"
"436","Keynote Kathleen Tyner is Radio-Television-Film prof at UT Austin ""Creative Disruption"" #edtech #SITEconf pic.twitter.com/hpE85zEQm8","Keynote Kathleen Tyner is Radio-Television-Film prof at UT Austin ""Creative Disruption"" #edtech"
"437","Joining 1200 attendees representing over 60 countries -- all for education. Happy to be here! #SITEconf pic.twitter.com/TfiOHsbESb","Joining 1200 attendees representing over 60 countries -- all for education. Happy to be here!"
"438","Everyone must have joined with their 3 devices. Or it's Microsoft patch day #SITEconf pic.twitter.com/sAMMDktPpI","Everyone must have joined with their 3 devices. Or it's Microsoft patch day"
"439","#SITEconf @teachdigitalLAB What happens in Vegas shouldn't stay in Vegas! Spread the news of integrating technology in education. #EM203","@teachdigitalLAB What happens in Vegas shouldn't stay in Vegas! Spread the news of integrating technology in education. #EM203"
"440","Kicking off the #siteconf! pic.twitter.com/oCZ5G8dufu","Kicking off the !"
"441","And so it begins! Opening session in Amazon A, so happy to be surrounded by button-wearing #msuepet folks! #SITEconf #SITE2015","And so it begins! Opening session in Amazon A, so happy to be surrounded by button-wearing #msuepet folks!  #SITE2015"
"442","1200 attendees from 60 different countries here at #SITEconf #SITE2015","1200 attendees from 60 different countries here at  #SITE2015"
"443","#SITEconf #SITEConf15 #MSUepet 1200 attendees rep 60 countries pic.twitter.com/J0HOlqBdG9","15 #MSUepet 1200 attendees rep 60 countries"
"444","#msftedu #SITEconf great morning in Vegas to start sessions at the SITE Conference! pic.twitter.com/OIrnexRtE8","#msftedu  great morning in Vegas to start sessions at the SITE Conference!"
"445","My kinda show. Epson LCD projectors, JBL PRX 612s, Shure ULX mics, & Xirrus WIFI.  #SITEconf pic.twitter.com/HCSKxGbuKy","My kinda show. Epson LCD projectors, JBL PRX 612s, Shure ULX mics, & Xirrus WIFI."
"446","Keynote begins at 8:30! Walk through Amazon F! #siteconf","Keynote begins at 8:30! Walk through Amazon F!"
"447","Presenting today at #SITEconf about the AWESOME data work @MetroSchools is doing to change students' lives. @OTCData @tech2learn","Presenting today at  about the AWESOME data work @MetroSchools is doing to change students' lives. @OTCData @tech2learn"
"448","RT @wgsdthought: @mgilb: What if the first public schools were being conceptualized and created today? #SITEconf #SITE2015","RT @wgsdthought: @mgilb: What if the first public schools were being conceptualized and created today?  #SITE2015"
"449","#siteconf Research Panel on Professional Development and Teacher Preparation for K-12 Online and ... http://academicexperts.org/conf/site/2015/papers/44226/<U+00A0>＃ via @@siteconf","Research Panel on Professional Development and Teacher Preparation for K-12 Online and ..."
"450","Learning about GEOCaching at #SITE2015, #SITEConf https://www.geocaching.com/play<U+00A0>","Learning about GEOCaching at #SITE2015,"
"451","Excited to experience the workshop ""K-12 Geospatial Tools & ArcGIS Online in the Age of the White House ConnectED Initiative"" #SITEconf","Excited to experience the workshop ""K-12 Geospatial Tools & ArcGIS Online in the Age of the White House ConnectED Initiative"""
"452","One of my favorite things about #siteconf is the board of tweets. pic.twitter.com/AdBCm1s6Sg","One of my favorite things about  is the board of tweets."
"453","Excited to attend  #SITEconf pic.twitter.com/Xz32ajwYq0","Excited to attend"
"454","Rio convention center map! #MSUepet #siteconf  http://caesarsmeansbusiness.com/wp-content/uploads/2013/12/RLV_Facilities-PropertyMap_Capacities_REV1-13.pdf<U+00A0>＃","Rio convention center map! #MSUepet"
"455","Excited to head to #siteconf today - but kinda bummed to miss #GDC2015 :(","Excited to head to  today - but kinda bummed to miss #GDC2015 :("
"456","#siteconf Vegas Bound! Join me? Building a Base for Teachers to Develop Next Generation Leaders http://academicexperts.org/conf/site/2015/papers/45457/<U+00A0>＃ via @@siteconf","Vegas Bound! Join me? Building a Base for Teachers to Develop Next Generation Leaders"
"457","Players, features & enjoyment: Entertainment games as models for edu games - Wed Mar 4 at 2:15PM w/ @InvisHero @spgreenhalgh at #siteconf","Players, features & enjoyment: Entertainment games as models for edu games - Wed Mar 4 at 2:15PM w/ @InvisHero @spgreenhalgh at"
"458","#siteconf Teaching and Assessing Computational Thinking across Disciplines http://academicexperts.org/conf/site/2015/papers/44723/<U+00A0>＃ via @@siteconf @teachdigitalLAB #EM203","Teaching and Assessing Computational Thinking across Disciplines"
"459","#siteconf Re-envisioning the Possibilities with WordPress http://academicexperts.org/conf/site/2015/papers/44825/<U+00A0>＃ via @@siteconf","Re-envisioning the Possibilities with WordPress"
"460","The Pre-service Educator Platform by Infinity Campus will debut at #siteconf on March 4! http://thejournal.com/articles/2015/02/26/infinite-campus-unveils-free-teacher-prep-platform.aspx<U+00A0>＃","The Pre-service Educator Platform by Infinity Campus will debut at  on March 4!"
"461","#SITE2015 attendees: word cloud #infographic of conference paper topics #SITE #SITEconf pic.twitter.com/Ofnf3A6p8g","#SITE2015 attendees: word cloud #infographic of conference paper topics #SITE"
"462","TPACK as shared practice: Toward a research agenda - #siteconf award with @djplaner and @chalkhands #tpack https://davidtjones.wordpress.com/2015/01/06/tpack-as-shared-practice-toward-a-research-agenda/<U+00A0>＃","TPACK as shared practice: Toward a research agenda -  award with @djplaner and @chalkhands #tpack"
"463","#siteconf YouTube as Anticipatory Set in Teacher Education http://academicexperts.org/conf/site/2015/papers/45615/<U+00A0>＃ via @@siteconf","YouTube as Anticipatory Set in Teacher Education"
"464","Getting ready to present http://tinyurl.com/SITE2015Loyola<U+00A0> at #siteconf next month. #LoyolaET","Getting ready to present"
"465","#siteconf A Mixed Method Study of the Relationship between Online Collaborative Learning ... http://academicexperts.org/conf/site/2015/papers/44374/<U+00A0>＃ via @@siteconf","A Mixed Method Study of the Relationship between Online Collaborative Learning ..."
"466","#siteconf Are you visiting or do you live here?  How Pre-Service Teacher Candidates use Social ... http://academicexperts.org/conf/site/2015/papers/44397/<U+00A0>＃ via @@siteconf","Are you visiting or do you live here?  How Pre-Service Teacher Candidates use Social ..."
"467","Check it out! Ultimate TWINE-Low-tech games, digital narrative & agency by @mcdanger @kipglazer & V.Stay @ #siteconf http://academicexperts.org/conf/site/2015/papers/44848<U+00A0>＃","Check it out! Ultimate TWINE-Low-tech games, digital narrative & agency by @mcdanger @kipglazer &  @"
"468","Getting excited about presenting with some amazing peers at #siteconf in March! #msuepet pic.twitter.com/NSnH3asquz","Getting excited about presenting with some amazing peers at  in March! #msuepet"
"469","Our paper at SITE #siteconf Microlearning as a Tool to Engage Students in Online and Blended Learning http://academicexperts.org/conf/site/2015/papers/45501/<U+00A0>＃ #edtech","Our paper at SITE  Microlearning as a Tool to Engage Students in Online and Blended Learning"
"470","Early Registration/Presentation Confirmation  Deadline SITE 2015 Due: Jan 29 #siteconf #aace #editlib http://conta.cc/1K0BbYW<U+00A0>","Early Registration/Presentation Confirmation  Deadline SITE 2015 Due: Jan 29  #aace #editlib"
"471","""RT @BGruetzmacher: This @plugusin graphic should be posted in every classroom and College Of Ed. "" #siteconf... http://fb.me/1Moo5L0sY<U+00A0>","""RT @BGruetzmacher: This @plugusin graphic should be posted in every classroom and College Of Ed. "" ..."
"472","The latest musings from the #siteconf president, also known as a must read! http://siteblog.aace.org/<U+00A0>","The latest musings from the  president, also known as a must read!"
"473","SITE 2015 (Las Vegas) Call for Participation Due: Oct 23 #siteconf #aace #LasVegas  http://conta.cc/1xOY11f<U+00A0>","SITE 2015 (Las Vegas) Call for Participation Due: Oct 23  #aace #LasVegas"
"474","#TPACK folks - Don't forget the #SITEConf 2014 Call for proposals!  TPACK is a big community there!  http://site.aace.org/conf/call.htm<U+00A0>","#TPACK folks - Don't forget the  2014 Call for proposals!  TPACK is a big community there!"
"475","NEW! AACE Conference Student Scholarships #SITEConf #ELearn #EdMedia #Students http://conta.cc/1rl6uJL<U+00A0>","NEW! AACE Conference Student Scholarships  #ELearn #EdMedia #Students"
"476","Hey #siteconf members, book now! RT @Orbitz: Vegas is ALWAYS a good idea. Save big with our Vegas hotel sale! http://shout.lt/Dv4V<U+00A0>","Hey  members, book now! RT @Orbitz: Vegas is ALWAYS a good idea. Save big with our Vegas hotel sale!"
"477","St. Augustine Lighthouse | SITE 25th Anniversary 2014 in Jacksonville, FL #siteconf http://site.aace http://pinterest.com/pin/545217098612425676/<U+00A0>＃","St. Augustine Lighthouse | SITE 25th Anniversary 2014 in Jacksonville, FL"
"478","#Free #eBook on #EdITLib Handbook of Games & Simulations in Teacher Education  #SITEconf http://editlib.org/p/147471/<U+00A0> pic.twitter.com/LbPF17bPKl","#Free #eBook on #EdITLib Handbook of Games & Simulations in Teacher Education"
